dbtimestamp,soil_moisture,soil_ph,soil_ec,soil_nitrogen,soil_phosphorus
2025-05-14 06:22:33.575119,15.6,3.4,171.0,0.0,39.0
2025-05-14 06:23:16.575567,17.8,6.1,171.0,0.0,39.0
2025-05-14 06:23:53.028696,16.9,6.2,171.0,0.0,39.0
2025-05-14 06:24:29.592199,16.2,6.2,171.0,0.0,39.0
2025-05-14 06:25:06.060400,15.7,6.3,171.0,0.0,39.0
2025-05-14 06:25:42.397771,17.0,6.3,171.0,0.0,39.0
2025-05-14 06:26:18.949023,16.9,6.2,171.0,0.0,39.0
2025-05-14 06:26:56.231173,15.6,6.2,171.0,0.0,39.0
2025-05-14 06:27:32.575662,16.2,6.2,172.0,0.0,40.0
2025-05-14 06:28:09.042185,16.2,6.2,171.0,0.0,39.0
2025-05-14 06:28:46.411747,16.9,6.2,171.0,0.0,39.0
2025-05-14 06:29:22.873806,17.6,6.3,171.0,0.0,39.0
2025-05-14 06:29:59.338592,17.7,6.3,171.0,0.0,39.0
2025-05-14 06:30:35.894756,16.2,6.1,171.0,0.0,39.0
2025-05-14 06:31:12.252145,15.6,6.1,171.0,0.0,39.0
2025-05-14 06:31:48.601195,15.4,6.1,171.0,0.0,39.0
2025-05-14 06:32:24.957620,16.9,6.0,171.0,0.0,39.0
2025-05-14 06:33:01.303499,17.8,6.0,171.0,0.0,39.0
2025-05-14 06:33:37.855425,16.3,5.9,171.0,0.0,39.0
2025-05-14 06:34:14.322297,16.2,5.9,171.0,0.0,39.0
2025-05-14 06:34:50.668946,17.6,5.8,171.0,0.0,39.0
2025-05-14 06:35:27.133144,17.6,5.8,171.0,0.0,39.0
2025-05-14 06:36:03.690477,15.6,5.9,171.0,0.0,39.0
2025-05-14 06:36:40.148525,16.2,5.9,171.0,0.0,39.0
2025-05-14 06:37:16.497846,18.1,6.0,170.0,0.0,39.0
2025-05-14 06:37:53.261379,15.6,6.1,171.0,0.0,39.0
2025-05-14 06:38:29.721187,15.7,6.1,171.0,0.0,39.0
2025-05-14 06:39:06.173807,17.6,6.1,171.0,0.0,39.0
2025-05-14 06:39:42.527004,18.7,6.0,171.0,0.0,39.0
2025-05-14 06:40:19.092697,17.6,6.0,171.0,0.0,39.0
2025-05-14 06:40:55.636811,15.4,6.0,170.0,0.0,39.0
2025-05-14 06:41:32.089558,17.0,5.9,171.0,0.0,39.0
2025-05-14 06:42:08.546654,15.6,6.0,171.0,0.0,39.0
2025-05-14 06:42:45.011034,15.6,6.0,172.0,0.0,40.0
2025-05-14 06:43:22.372313,15.7,6.0,171.0,0.0,39.0
2025-05-14 06:43:58.830733,17.6,5.9,171.0,0.0,39.0
2025-05-14 06:44:35.281047,15.6,5.9,171.0,0.0,39.0
2025-05-14 06:45:11.728993,15.6,5.9,171.0,0.0,39.0
2025-05-14 06:45:48.085834,15.6,5.8,171.0,0.0,39.0
2025-05-14 06:46:24.542232,15.6,5.9,172.0,0.0,40.0
2025-05-14 06:47:00.896243,18.1,5.9,171.0,0.0,39.0
2025-05-14 06:47:37.345349,16.2,5.9,171.0,0.0,39.0
2025-05-14 06:48:13.698074,16.2,5.8,172.0,0.0,40.0
2025-05-14 06:48:50.156737,17.0,5.9,171.0,0.0,39.0
2025-05-14 06:49:26.709780,18.7,6.0,172.0,0.0,40.0
2025-05-14 06:50:03.169334,17.0,6.1,172.0,0.0,40.0
2025-05-14 06:50:39.519631,17.0,6.1,172.0,0.0,40.0
2025-05-14 06:51:15.881103,16.9,6.1,172.0,0.0,40.0
2025-05-14 06:51:52.236106,16.9,6.1,171.0,0.0,39.0
2025-05-14 06:52:28.776058,16.9,5.9,172.0,0.0,40.0
2025-05-14 06:53:05.240240,17.8,5.9,172.0,0.0,40.0
2025-05-14 06:53:41.686603,17.0,6.0,172.0,0.0,40.0
2025-05-14 06:54:18.153993,17.8,6.0,171.0,0.0,39.0
2025-05-14 06:54:54.613984,17.2,5.8,171.0,0.0,39.0
2025-05-14 06:55:30.970130,18.1,5.9,172.0,0.0,40.0
2025-05-14 06:56:07.315505,15.6,5.9,172.0,0.0,40.0
2025-05-14 06:56:43.662825,16.3,5.9,172.0,0.0,40.0
2025-05-14 06:57:20.129497,15.6,5.8,172.0,0.0,40.0
2025-05-14 06:57:56.681119,15.7,5.9,172.0,0.0,40.0
2025-05-14 06:58:33.028021,16.4,5.9,172.0,0.0,40.0
2025-05-14 06:59:09.495694,15.6,5.9,172.0,0.0,40.0
2025-05-14 06:59:45.957338,17.6,5.9,172.0,0.0,40.0
2025-05-14 07:00:22.347147,17.6,5.9,172.0,0.0,40.0
2025-05-14 07:00:58.861433,18.7,5.8,172.0,0.0,40.0
2025-05-14 07:01:35.211482,16.9,5.9,172.0,0.0,40.0
2025-05-14 07:02:11.556941,17.6,5.8,172.0,0.0,40.0
2025-05-14 07:02:48.011973,15.6,5.9,172.0,0.0,40.0
2025-05-14 07:03:24.468767,16.9,5.9,172.0,0.0,40.0
2025-05-14 07:04:00.817455,18.5,5.9,172.0,0.0,40.0
2025-05-14 07:04:37.170828,18.1,5.9,172.0,0.0,40.0
2025-05-14 07:05:13.531643,16.9,5.9,172.0,0.0,40.0
2025-05-14 07:05:49.984166,18.1,5.9,172.0,0.0,40.0
2025-05-14 07:06:26.333770,17.6,5.9,173.0,0.0,40.0
2025-05-14 07:07:02.917798,16.3,5.7,172.0,0.0,40.0
2025-05-14 07:07:39.341664,17.7,5.6,172.0,0.0,40.0
2025-05-14 07:08:15.697323,17.1,5.7,172.0,0.0,40.0
2025-05-14 07:08:52.143914,17.0,5.8,172.0,0.0,40.0
2025-05-14 07:09:28.403789,16.9,5.9,173.0,0.0,40.0
2025-05-14 07:10:04.856038,18.7,5.9,173.0,0.0,40.0
2025-05-14 07:10:41.197571,16.9,5.9,173.0,0.0,40.0
2025-05-14 07:11:17.648953,17.6,5.8,173.0,0.0,40.0
2025-05-14 07:11:54.009551,15.6,5.8,173.0,0.0,40.0
2025-05-14 07:12:30.478850,15.4,5.9,172.0,0.0,40.0
2025-05-14 07:13:06.802768,17.9,5.8,173.0,0.0,40.0
2025-05-14 07:13:43.158967,17.6,5.9,173.0,0.0,40.0
2025-05-14 07:14:19.611198,17.7,5.9,172.0,0.0,40.0
2025-05-14 07:14:55.962553,17.6,5.9,173.0,0.0,40.0
2025-05-14 07:15:32.355529,16.2,5.9,173.0,0.0,40.0
2025-05-14 07:16:08.668299,17.8,5.9,173.0,0.0,40.0
2025-05-14 07:16:45.017815,17.0,5.9,173.0,0.0,40.0
2025-05-14 07:17:21.489823,15.5,5.8,173.0,0.0,40.0
2025-05-14 07:17:57.829777,15.6,5.9,173.0,0.0,40.0
2025-05-14 07:18:34.182237,17.9,5.9,173.0,0.0,40.0
2025-05-14 07:19:10.535308,17.1,5.8,173.0,0.0,40.0
2025-05-14 07:19:46.887147,16.2,5.8,173.0,0.0,40.0
2025-05-14 07:20:23.342518,17.6,5.8,173.0,0.0,40.0
2025-05-14 07:20:59.585785,17.1,5.9,173.0,0.0,40.0
2025-05-14 07:21:36.038739,17.0,5.8,174.0,0.0,41.0
2025-05-14 07:22:12.493152,17.6,5.7,173.0,0.0,40.0
2025-05-14 07:22:48.943003,15.4,5.7,173.0,0.0,40.0
2025-05-14 07:23:25.400138,15.6,5.7,173.0,0.0,40.0
2025-05-14 07:24:01.757143,18.1,5.7,174.0,0.0,41.0
2025-05-14 07:24:38.096274,17.1,5.7,173.0,0.0,40.0
2025-05-14 07:25:14.555934,15.6,5.7,174.0,0.0,41.0
2025-05-14 07:25:50.826244,17.6,5.7,174.0,0.0,41.0
2025-05-14 07:26:27.152868,15.6,5.7,174.0,0.0,41.0
2025-05-14 07:27:03.409619,17.7,5.7,173.0,0.0,40.0
2025-05-14 07:27:39.857994,16.9,5.7,174.0,0.0,41.0
2025-05-14 07:28:16.312292,16.3,5.8,174.0,0.0,41.0
2025-05-14 07:28:52.658889,17.6,5.9,174.0,0.0,41.0
2025-05-14 07:29:29.120793,15.6,5.9,174.0,0.0,41.0
2025-05-14 07:30:05.462133,16.3,5.9,174.0,0.0,41.0
2025-05-14 07:30:41.928324,15.6,6.0,174.0,0.0,41.0
2025-05-14 07:31:18.280763,17.8,5.8,174.0,0.0,41.0
2025-05-14 07:31:54.727790,17.1,5.7,174.0,0.0,41.0
2025-05-14 07:32:31.196999,15.6,5.5,174.0,0.0,41.0
2025-05-14 07:33:07.696685,17.0,5.4,175.0,0.0,41.0
2025-05-14 07:33:44.197403,15.6,5.5,174.0,0.0,41.0
2025-05-14 07:34:20.544600,17.0,5.6,174.0,0.0,41.0
2025-05-14 07:34:57.005358,16.3,5.6,174.0,0.0,41.0
2025-05-14 07:35:33.351606,17.6,5.6,174.0,0.0,41.0
2025-05-14 07:36:09.812186,16.2,5.6,174.0,0.0,41.0
2025-05-14 07:36:46.268977,15.6,5.7,174.0,0.0,41.0
2025-05-14 07:37:22.719115,17.1,5.6,174.0,0.0,41.0
2025-05-14 07:37:59.069163,16.3,5.7,174.0,0.0,41.0
2025-05-14 07:38:35.428461,17.6,5.7,175.0,0.0,41.0
2025-05-14 07:39:11.785872,15.7,5.6,174.0,0.0,41.0
2025-05-14 07:39:48.239636,16.9,5.7,175.0,0.0,41.0
2025-05-14 07:40:24.590916,16.3,5.6,175.0,0.0,41.0
2025-05-14 07:41:01.042660,17.0,5.7,174.0,0.0,41.0
2025-05-14 07:41:37.599568,18.7,5.8,174.0,0.0,41.0
2025-05-14 07:42:13.948914,17.6,5.8,174.0,0.0,41.0
2025-05-14 07:42:50.405415,15.4,5.8,174.0,0.0,41.0
2025-05-14 07:43:26.969341,16.3,5.7,175.0,0.0,41.0
2025-05-14 07:44:03.425916,18.2,5.6,175.0,0.0,41.0
2025-05-14 07:44:39.893130,17.0,5.6,175.0,0.0,41.0
2025-05-14 07:45:16.346089,17.6,5.7,175.0,0.0,41.0
2025-05-14 07:45:52.791965,17.0,5.7,174.0,0.0,41.0
2025-05-14 07:46:29.258352,15.6,5.8,174.0,0.0,41.0
2025-05-14 07:47:05.705972,15.6,5.7,174.0,0.0,41.0
2025-05-14 07:47:42.167155,17.6,5.7,174.0,0.0,41.0
2025-05-14 07:48:18.616510,16.9,5.7,174.0,0.0,41.0
2025-05-14 07:48:54.970292,18.2,5.7,175.0,0.0,41.0
2025-05-14 07:49:31.332937,15.4,5.7,174.0,0.0,41.0
2025-05-14 07:50:07.677800,16.3,5.8,175.0,0.0,41.0
2025-05-14 07:50:44.126185,16.2,5.8,174.0,0.0,41.0
2025-05-14 07:51:20.587114,15.6,5.8,174.0,0.0,41.0
2025-05-14 07:51:56.938355,17.6,5.8,174.0,0.0,41.0
2025-05-14 07:52:33.509247,17.8,5.9,175.0,0.0,41.0
2025-05-14 07:53:09.854270,16.2,5.9,175.0,0.0,41.0
2025-05-14 07:53:46.305902,17.0,5.9,176.0,0.0,42.0
2025-05-14 07:54:22.653158,15.4,5.8,175.0,0.0,41.0
2025-05-14 07:54:59.104059,15.4,5.9,175.0,0.0,41.0
2025-05-14 07:55:35.463298,15.6,5.9,175.0,0.0,41.0
2025-05-14 07:56:11.924689,17.0,5.8,175.0,0.0,41.0
2025-05-14 07:56:48.261737,17.0,5.7,175.0,0.0,41.0
2025-05-14 07:57:24.618772,17.2,5.8,175.0,0.0,41.0
2025-05-14 07:58:01.065945,15.6,5.8,175.0,0.0,41.0
2025-05-14 07:58:37.515468,17.6,5.9,175.0,0.0,41.0
2025-05-14 07:59:13.976984,18.1,5.9,175.0,0.0,41.0
2025-05-14 07:59:50.547182,18.7,5.8,175.0,0.0,41.0
2025-05-14 08:00:27.028767,18.1,5.8,175.0,0.0,41.0
2025-05-14 08:01:03.543879,18.1,5.8,175.0,0.0,41.0
2025-05-14 08:01:39.996279,16.9,5.8,175.0,0.0,41.0
2025-05-14 08:02:16.452283,15.6,4.3,175.0,0.0,41.0
2025-05-14 08:02:52.798685,18.5,5.5,175.0,0.0,41.0
2025-05-14 08:03:29.259714,15.6,5.6,176.0,0.0,42.0
2025-05-14 08:04:05.716033,16.9,5.7,175.0,0.0,41.0
2025-05-14 08:04:42.171565,17.6,5.7,175.0,0.0,41.0
2025-05-14 08:05:18.617791,17.0,5.7,176.0,0.0,42.0
2025-05-14 08:05:55.064710,17.6,5.8,176.0,0.0,42.0
2025-05-14 08:06:31.513607,17.2,5.8,177.0,0.0,42.0
2025-05-14 08:07:07.872856,15.4,5.8,177.0,0.0,42.0
2025-05-14 08:07:44.431392,18.1,5.9,177.0,0.0,42.0
2025-05-14 08:08:20.881724,15.7,5.9,177.0,0.0,42.0
2025-05-14 08:08:57.242820,16.4,5.8,177.0,0.0,42.0
2025-05-14 08:09:33.594014,17.6,5.8,177.0,0.0,42.0
2025-05-14 08:10:09.950997,15.4,5.8,176.0,0.0,42.0
2025-05-14 08:10:46.301460,16.3,5.7,177.0,0.0,42.0
2025-05-14 08:11:22.868593,15.6,5.7,176.0,0.0,42.0
2025-05-14 08:11:59.318678,15.6,5.7,176.0,0.0,42.0
2025-05-14 08:12:35.768972,18.7,5.7,176.0,0.0,42.0
2025-05-14 08:13:12.432250,17.9,5.7,176.0,0.0,42.0
2025-05-14 08:13:48.786975,17.0,5.7,177.0,0.0,42.0
2025-05-14 08:14:25.142072,17.6,5.8,178.0,0.0,43.0
2025-05-14 08:15:01.490974,17.0,5.8,177.0,0.0,42.0
2025-05-14 08:15:37.842495,17.0,5.9,178.0,0.0,43.0
2025-05-14 08:16:14.312887,17.2,5.9,177.0,0.0,42.0
2025-05-14 08:16:50.859734,17.8,5.8,177.0,0.0,42.0
2025-05-14 08:17:27.327049,17.8,5.9,177.0,0.0,42.0
2025-05-14 08:18:03.671002,17.6,5.9,177.0,0.0,42.0
2025-05-14 08:18:40.122656,16.9,5.9,177.0,0.0,42.0
2025-05-14 08:19:16.483500,15.7,5.9,177.0,0.0,42.0
2025-05-14 08:19:52.837260,16.9,5.9,177.0,0.0,42.0
2025-05-14 08:20:29.298217,17.0,5.9,177.0,0.0,42.0
2025-05-14 08:21:05.739765,18.3,5.9,178.0,0.0,43.0
2025-05-14 08:21:42.199952,17.0,6.0,177.0,0.0,42.0
2025-05-14 08:22:18.653089,17.6,6.0,177.0,0.0,42.0
2025-05-14 08:22:55.103739,17.8,6.0,178.0,0.0,43.0
2025-05-14 08:23:31.578051,17.9,6.0,177.0,0.0,42.0
2025-05-14 08:24:08.116567,17.0,6.1,177.0,0.0,42.0
2025-05-14 08:24:44.565073,18.7,6.0,177.0,0.0,42.0
2025-05-14 08:25:21.030120,17.6,6.0,177.0,0.0,42.0
2025-05-14 08:25:57.477832,15.6,6.0,178.0,0.0,43.0
2025-05-14 08:26:33.928780,15.6,6.0,177.0,0.0,42.0
2025-05-14 08:27:10.384713,15.6,6.0,178.0,0.0,43.0
2025-05-14 08:27:46.865046,17.9,6.1,177.0,0.0,42.0
2025-05-14 08:28:23.198831,16.9,6.1,177.0,0.0,42.0
2025-05-14 08:28:59.650435,17.6,6.1,177.0,0.0,42.0
2025-05-14 08:29:36.306350,15.4,6.0,177.0,0.0,42.0
2025-05-14 08:30:12.771037,17.0,6.0,177.0,0.0,42.0
2025-05-14 08:30:49.218885,15.5,6.0,177.0,0.0,42.0
2025-05-14 08:31:25.566005,17.9,6.0,177.0,0.0,42.0
2025-05-14 08:32:01.927372,15.6,6.0,178.0,0.0,43.0
2025-05-14 08:32:38.517405,16.5,6.0,178.0,0.0,43.0
2025-05-14 08:33:15.035694,15.6,6.0,177.0,0.0,42.0
2025-05-14 08:33:51.481909,17.2,6.0,177.0,0.0,42.0
2025-05-14 08:34:27.955773,16.3,6.0,178.0,0.0,43.0
2025-05-14 08:35:04.491072,17.1,6.0,176.0,0.0,42.0
2025-05-14 08:35:40.955725,16.9,5.9,178.0,0.0,43.0
2025-05-14 08:36:17.304360,17.7,5.8,178.0,0.0,43.0
2025-05-14 08:36:53.658994,15.6,5.9,178.0,0.0,43.0
2025-05-14 08:37:30.108132,18.7,6.0,177.0,0.0,42.0
2025-05-14 08:38:06.460033,15.4,6.2,178.0,0.0,43.0
2025-05-14 08:38:42.806787,17.6,5.2,178.0,0.0,43.0
2025-05-14 08:39:19.268743,18.1,4.4,177.0,0.0,42.0
2025-05-14 08:39:55.615890,16.3,5.8,177.0,0.0,42.0
2025-05-14 08:40:32.074949,17.0,6.0,177.0,0.0,42.0
2025-05-14 08:41:08.529635,16.9,6.0,179.0,0.0,43.0
2025-05-14 08:41:44.983382,16.9,6.2,178.0,0.0,43.0
2025-05-14 08:42:21.334662,17.6,6.2,177.0,0.0,42.0
2025-05-14 08:42:57.784892,15.6,6.3,177.0,0.0,42.0
2025-05-14 08:43:34.152317,18.9,6.3,177.0,0.0,42.0
2025-05-14 08:44:10.612838,16.9,6.3,177.0,0.0,42.0
2025-05-14 08:44:46.954707,17.6,6.3,178.0,0.0,43.0
2025-05-14 08:45:23.302469,17.1,6.4,178.0,0.0,43.0
2025-05-14 08:45:59.865633,15.7,6.4,178.0,0.0,43.0
2025-05-14 08:46:36.213990,15.6,6.4,178.0,0.0,43.0
2025-05-14 08:47:12.675431,15.5,6.4,178.0,0.0,43.0
2025-05-14 08:47:49.143694,18.1,6.3,177.0,0.0,42.0
2025-05-14 08:48:25.590814,17.1,6.3,177.0,0.0,42.0
2025-05-14 08:49:01.935765,15.6,6.3,178.0,0.0,43.0
2025-05-14 08:49:38.401379,15.5,6.3,179.0,0.0,43.0
2025-05-14 08:50:14.947203,17.0,6.3,178.0,0.0,43.0
2025-05-14 08:50:51.312279,15.6,6.2,178.0,0.0,43.0
2025-05-14 08:51:27.764344,15.6,6.3,178.0,0.0,43.0
2025-05-14 08:52:04.217942,15.6,6.3,178.0,0.0,43.0
2025-05-14 08:52:40.668125,18.1,6.2,178.0,0.0,43.0
2025-05-14 08:53:17.133791,15.7,6.3,178.0,0.0,43.0
2025-05-14 08:53:53.578263,16.9,6.4,177.0,0.0,42.0
2025-05-14 08:54:29.929010,17.6,6.4,178.0,0.0,43.0
2025-05-14 08:55:07.625194,15.6,6.5,177.0,0.0,42.0
2025-05-14 08:55:44.074705,16.3,6.5,177.0,0.0,42.0
2025-05-14 08:56:20.431137,18.7,6.4,177.0,0.0,42.0
2025-05-14 08:56:56.982430,16.9,6.4,177.0,0.0,42.0
2025-05-14 08:57:33.331807,15.5,6.5,177.0,0.0,42.0
2025-05-14 08:58:09.700492,16.9,6.5,177.0,0.0,42.0
2025-05-14 08:58:46.457220,17.7,6.5,176.0,0.0,42.0
2025-05-14 08:59:23.436693,17.7,6.5,177.0,0.0,42.0
2025-05-14 08:59:59.989466,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:00:36.443595,17.8,6.4,180.0,0.0,44.0
2025-05-14 09:01:12.893657,15.6,6.4,178.0,0.0,43.0
2025-05-14 09:01:49.245795,17.7,6.4,178.0,0.0,43.0
2025-05-14 09:02:25.703225,16.9,6.4,178.0,0.0,43.0
2025-05-14 09:03:02.165029,17.0,6.4,178.0,0.0,43.0
2025-05-14 09:03:38.620198,16.9,6.5,178.0,0.0,43.0
2025-05-14 09:04:15.064686,15.6,6.4,178.0,0.0,43.0
2025-05-14 09:04:51.425478,15.6,6.4,178.0,0.0,43.0
2025-05-14 09:05:27.925880,17.1,6.4,179.0,0.0,43.0
2025-05-14 09:06:04.424870,16.9,6.5,179.0,0.0,43.0
2025-05-14 09:06:40.993496,17.6,6.5,179.0,0.0,43.0
2025-05-14 09:07:17.442457,15.7,6.4,179.0,0.0,43.0
2025-05-14 09:07:53.793859,16.3,6.4,180.0,0.0,44.0
2025-05-14 09:08:30.149937,15.6,6.4,180.0,0.0,44.0
2025-05-14 09:09:06.600048,16.2,6.5,178.0,0.0,43.0
2025-05-14 09:09:42.948210,18.2,6.4,178.0,0.0,43.0
2025-05-14 09:10:19.414821,16.9,6.5,179.0,0.0,43.0
2025-05-14 09:10:55.860871,17.6,6.5,179.0,0.0,43.0
2025-05-14 09:11:32.418566,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:12:08.768864,15.6,6.5,177.0,0.0,42.0
2025-05-14 09:12:45.232183,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:13:21.682672,16.3,6.5,177.0,0.0,42.0
2025-05-14 09:13:58.034045,17.7,6.5,177.0,0.0,42.0
2025-05-14 09:14:34.490454,16.3,6.5,179.0,0.0,43.0
2025-05-14 09:15:10.941203,18.5,6.5,178.0,0.0,43.0
2025-05-14 09:15:47.400725,18.7,6.5,178.0,0.0,43.0
2025-05-14 09:16:23.756141,16.9,6.5,178.0,0.0,43.0
2025-05-14 09:17:00.314006,15.5,6.5,178.0,0.0,43.0
2025-05-14 09:17:36.664414,17.1,6.5,178.0,0.0,43.0
2025-05-14 09:18:13.111393,15.7,6.4,177.0,0.0,42.0
2025-05-14 09:18:49.472632,17.1,6.4,178.0,0.0,43.0
2025-05-14 09:19:25.821564,15.6,6.4,177.0,0.0,42.0
2025-05-14 09:20:02.168260,17.7,6.4,177.0,0.0,42.0
2025-05-14 09:20:38.521790,17.9,6.4,177.0,0.0,42.0
2025-05-14 09:21:14.982773,17.9,6.5,176.0,0.0,42.0
2025-05-14 09:21:51.457608,18.1,6.5,177.0,0.0,42.0
2025-05-14 09:22:27.992083,17.2,6.5,178.0,0.0,43.0
2025-05-14 09:23:04.341252,17.1,6.5,177.0,0.0,42.0
2025-05-14 09:23:40.700730,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:24:17.146844,16.9,6.6,177.0,0.0,42.0
2025-05-14 09:24:53.505186,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:25:29.857784,17.8,6.6,177.0,0.0,42.0
2025-05-14 09:26:06.308574,18.7,6.6,178.0,0.0,43.0
2025-05-14 09:26:42.759073,17.6,6.5,178.0,0.0,43.0
2025-05-14 09:27:19.108377,15.4,6.6,177.0,0.0,42.0
2025-05-14 09:27:55.678730,18.5,6.6,178.0,0.0,43.0
2025-05-14 09:28:32.124713,18.4,6.6,177.0,0.0,42.0
2025-05-14 09:29:08.589312,15.6,6.6,177.0,0.0,42.0
2025-05-14 09:29:44.934997,17.6,6.6,177.0,0.0,42.0
2025-05-14 09:30:21.390846,16.9,6.6,177.0,0.0,42.0
2025-05-14 09:30:57.746205,15.4,6.6,178.0,0.0,43.0
2025-05-14 09:31:34.098146,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:32:10.651177,16.9,6.6,178.0,0.0,43.0
2025-05-14 09:32:47.110455,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:33:23.571728,17.6,6.6,178.0,0.0,43.0
2025-05-14 09:33:59.909295,17.8,6.6,178.0,0.0,43.0
2025-05-14 09:34:36.379561,17.6,6.7,178.0,0.0,43.0
2025-05-14 09:35:12.818616,16.3,6.7,178.0,0.0,43.0
2025-05-14 09:35:49.274820,15.4,6.6,177.0,0.0,42.0
2025-05-14 09:36:25.630924,15.6,6.6,177.0,0.0,42.0
2025-05-14 09:37:01.984275,17.0,6.6,178.0,0.0,43.0
2025-05-14 09:37:38.537425,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:38:14.884821,17.6,6.6,177.0,0.0,42.0
2025-05-14 09:38:51.346791,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:39:27.794229,16.3,6.6,177.0,0.0,42.0
2025-05-14 09:40:05.484086,16.2,6.6,178.0,0.0,43.0
2025-05-14 09:40:41.832143,15.1,6.6,178.0,0.0,43.0
2025-05-14 09:41:18.294354,15.6,6.6,177.0,0.0,42.0
2025-05-14 09:41:54.748136,18.1,6.6,178.0,0.0,43.0
2025-05-14 09:42:31.096989,17.8,6.6,178.0,0.0,43.0
2025-05-14 09:43:07.445465,18.2,6.6,177.0,0.0,42.0
2025-05-14 09:43:44.010801,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:44:20.476415,15.6,6.6,178.0,0.0,43.0
2025-05-14 09:44:56.924492,16.2,6.6,178.0,0.0,43.0
2025-05-14 09:45:33.272706,16.3,6.5,178.0,0.0,43.0
2025-05-14 09:46:09.729614,17.6,6.5,178.0,0.0,43.0
2025-05-14 09:46:46.077514,16.2,6.5,176.0,0.0,42.0
2025-05-14 09:47:22.532815,17.0,6.5,177.0,0.0,42.0
2025-05-14 09:47:58.891106,16.9,6.5,177.0,0.0,42.0
2025-05-14 09:48:35.236463,16.2,6.5,177.0,0.0,42.0
2025-05-14 09:49:11.731294,16.2,6.6,177.0,0.0,42.0
2025-05-14 09:49:48.145943,15.4,6.6,177.0,0.0,42.0
2025-05-14 09:50:24.510838,18.3,6.6,177.0,0.0,42.0
2025-05-14 09:51:00.850220,15.6,6.6,177.0,0.0,42.0
2025-05-14 09:51:37.339990,16.2,6.6,178.0,0.0,43.0
2025-05-14 09:52:13.862854,16.3,6.5,177.0,0.0,42.0
2025-05-14 09:52:50.328621,15.4,6.5,177.0,0.0,42.0
2025-05-14 09:53:26.679971,16.2,6.5,177.0,0.0,42.0
2025-05-14 09:54:03.137399,16.3,6.5,177.0,0.0,42.0
2025-05-14 09:54:39.591553,17.8,6.5,177.0,0.0,42.0
2025-05-14 09:55:16.058892,16.2,6.5,177.0,0.0,42.0
2025-05-14 09:55:52.397851,15.4,6.5,177.0,0.0,42.0
2025-05-14 09:56:28.752977,17.9,6.5,177.0,0.0,42.0
2025-05-14 09:57:05.099691,17.0,6.5,176.0,0.0,42.0
2025-05-14 09:57:41.562978,17.0,6.5,177.0,0.0,42.0
2025-05-14 09:58:17.914196,15.4,6.5,177.0,0.0,42.0
2025-05-14 09:58:54.264563,17.6,6.5,177.0,0.0,42.0
2025-05-14 09:59:30.730481,15.6,6.5,177.0,0.0,42.0
2025-05-14 10:00:07.291917,16.2,6.5,177.0,0.0,42.0
2025-05-14 10:00:43.739024,17.2,6.5,177.0,0.0,42.0
2025-05-14 10:01:20.093893,17.6,6.5,177.0,0.0,42.0
2025-05-14 10:01:56.460084,15.4,6.5,176.0,0.0,42.0
2025-05-14 10:02:32.916419,16.3,6.5,177.0,0.0,42.0
2025-05-14 10:03:09.261216,17.0,6.5,177.0,0.0,42.0
2025-05-14 10:03:45.724065,18.5,6.5,177.0,0.0,42.0
2025-05-14 10:04:22.191404,16.2,6.5,177.0,0.0,42.0
2025-05-14 10:04:58.736372,18.5,6.5,177.0,0.0,42.0
2025-05-14 10:05:35.189350,15.4,6.5,177.0,0.0,42.0
2025-05-14 10:06:11.550901,17.6,6.5,177.0,0.0,42.0
2025-05-14 10:06:47.902251,15.6,6.5,177.0,0.0,42.0
2025-05-14 10:07:24.252053,15.7,6.5,177.0,0.0,42.0
2025-05-14 10:08:00.605163,17.0,6.5,177.0,0.0,42.0
2025-05-14 10:08:37.061222,16.2,6.5,178.0,0.0,43.0
2025-05-14 10:09:13.411617,16.9,6.5,177.0,0.0,42.0
2025-05-14 10:09:49.979517,17.1,6.5,178.0,0.0,43.0
2025-05-14 10:10:26.434691,15.6,6.4,177.0,0.0,42.0
2025-05-14 10:11:02.770056,15.6,6.3,177.0,0.0,42.0
2025-05-14 10:11:39.232739,15.6,6.4,177.0,0.0,42.0
2025-05-14 10:12:15.700820,15.6,6.5,177.0,0.0,42.0
2025-05-14 10:12:52.044456,16.2,6.5,178.0,0.0,43.0
2025-05-14 10:13:28.501210,17.6,6.5,178.0,0.0,43.0
2025-05-14 10:14:04.845870,18.1,6.5,178.0,0.0,43.0
2025-05-14 10:14:41.308856,17.8,6.5,177.0,0.0,42.0
2025-05-14 10:15:17.765347,18.2,6.5,177.0,0.0,42.0
2025-05-14 10:15:54.221001,16.9,6.5,177.0,0.0,42.0
2025-05-14 10:16:30.667956,15.6,6.5,177.0,0.0,42.0
2025-05-14 10:17:07.134461,17.1,6.4,177.0,0.0,42.0
